dataset,split,index,window_size,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
Ohsumed,train,1861,3,226,122,454,176,768,800,1
Ohsumed,train,1748,3,166,92,359,157,768,637,1
Ohsumed,train,170,3,246,133,413,181,768,763,1
Ohsumed,train,282,3,223,128,343,157,768,685,1
Ohsumed,train,2175,3,159,91,281,138,768,586,1
Ohsumed,train,1505,3,138,85,210,111,768,443,1
Ohsumed,train,1865,3,169,108,285,156,768,646,1
Ohsumed,train,233,3,221,126,346,170,768,736,1
Ohsumed,train,926,3,198,110,323,153,768,617,1
Ohsumed,train,1513,3,242,130,417,172,768,762,1
Ohsumed,train,969,3,215,97,329,138,768,606,1
Ohsumed,train,1772,3,299,146,517,215,768,937,1
Ohsumed,train,2138,3,209,124,362,173,768,727,1
Ohsumed,train,605,3,168,96,204,111,768,465,1
Ohsumed,train,124,3,205,99,355,135,768,567,1
Ohsumed,train,450,3,227,125,400,195,768,809,1
Ohsumed,train,1011,3,113,79,190,124,768,448,1
Ohsumed,train,324,3,214,117,300,170,768,684,1
Ohsumed,train,1717,3,152,92,206,113,768,465,1
Ohsumed,train,1361,3,119,56,168,73,768,293,1
Ohsumed,train,1477,3,147,79,298,120,768,526,1
Ohsumed,train,879,3,227,132,370,188,768,790,1
Ohsumed,train,387,3,210,108,312,144,768,612,1
Ohsumed,train,2092,3,117,74,148,86,768,352,1
Ohsumed,train,1894,3,203,119,310,156,768,668,1
Ohsumed,train,1273,3,183,121,302,158,768,658,1
Ohsumed,train,436,3,408,170,723,243,768,1175,1
Ohsumed,train,719,3,214,119,358,168,768,706,1
Ohsumed,train,1053,3,75,53,118,71,768,267,1
Ohsumed,train,2330,3,278,126,411,170,768,764,1
Ohsumed,train,2126,3,82,55,142,80,768,280,1
Ohsumed,train,1087,3,165,96,242,126,768,514,1
Ohsumed,train,188,3,217,121,284,139,768,601,1
Ohsumed,train,1480,3,121,68,230,109,768,443,1
Ohsumed,train,2380,3,237,145,342,174,768,702,1
Ohsumed,train,1578,3,214,112,375,169,768,723,1
Ohsumed,train,289,3,242,131,355,168,768,720,1
Ohsumed,train,1047,3,147,89,184,101,768,399,1
Ohsumed,train,506,3,215,143,354,199,768,777,1
Ohsumed,train,1831,3,177,81,229,97,768,441,1
Ohsumed,train,1360,3,182,100,274,149,768,597,1
Ohsumed,train,211,3,202,113,348,183,768,725,1
Ohsumed,train,1939,3,286,158,411,185,768,849,1
Ohsumed,train,422,3,307,132,410,159,768,753,1
Ohsumed,train,1317,3,124,77,268,127,768,463,1
Ohsumed,train,748,3,221,120,341,182,768,760,1
Ohsumed,train,1228,3,49,36,90,60,768,210,1
Ohsumed,train,2349,3,253,107,382,138,768,618,1
Ohsumed,train,1044,3,109,66,169,84,768,340,1
Ohsumed,train,32,3,242,128,363,171,768,711,1
Ohsumed,train,2212,3,122,79,161,98,768,380,1
Ohsumed,train,2492,3,251,120,441,179,768,785,1
Ohsumed,train,788,3,182,126,281,162,768,668,1
Ohsumed,train,270,3,263,101,338,128,768,574,1
Ohsumed,train,1058,3,131,82,213,114,768,442,1
Ohsumed,train,93,3,102,68,173,105,768,387,1
Ohsumed,train,611,3,190,101,287,125,768,537,1
Ohsumed,train,678,3,248,121,515,173,768,775,1
Ohsumed,train,1829,3,259,136,432,177,768,817,1
Ohsumed,train,1097,3,261,136,462,191,768,851,1
Ohsumed,train,2484,3,116,73,166,94,768,366,1
Ohsumed,train,2025,3,232,140,370,202,768,828,1
Ohsumed,train,354,3,217,117,403,173,768,761,1
Ohsumed,train,693,3,194,98,330,149,768,623,1
Ohsumed,train,1391,3,94,69,143,96,768,338,1
Ohsumed,train,802,3,173,93,514,145,768,683,1
Ohsumed,train,1114,3,143,88,225,117,768,477,1
Ohsumed,train,1269,3,356,158,664,202,768,998,1
Ohsumed,train,2261,3,209,109,289,138,768,600,1
Ohsumed,train,402,3,257,131,354,158,768,740,1
Ohsumed,train,1501,3,245,144,430,207,768,903,1
Ohsumed,train,1293,3,217,117,364,179,768,735,1
Ohsumed,train,937,3,169,84,259,111,768,503,1
Ohsumed,train,498,3,170,88,244,125,768,521,1
Ohsumed,train,1509,3,99,72,125,84,768,322,1
Ohsumed,train,2672,3,80,52,100,58,768,224,1
Ohsumed,train,1980,3,142,95,206,125,768,485,1
Ohsumed,train,1908,3,254,140,525,186,768,830,1
Ohsumed,train,1211,3,169,80,259,107,768,441,1
Ohsumed,train,2339,3,411,162,602,212,768,1000,1
Ohsumed,train,881,3,248,136,397,201,768,853,1
Ohsumed,train,70,3,184,103,282,142,768,560,1
Ohsumed,train,557,3,226,115,339,163,768,673,1
Ohsumed,train,1834,3,245,105,314,138,768,610,1
Ohsumed,train,44,3,352,175,570,232,768,1030,1
Ohsumed,train,56,3,190,101,233,115,768,497,1
Ohsumed,train,298,3,51,38,71,50,768,178,1
Ohsumed,train,1271,3,158,87,319,136,768,570,1
Ohsumed,train,471,3,325,173,482,216,768,994,1
Ohsumed,train,407,3,253,115,384,155,768,667,1
Ohsumed,train,73,3,143,74,201,97,768,399,1
Ohsumed,train,1186,3,79,60,114,73,768,261,1
Ohsumed,train,1286,3,156,82,249,119,768,487,1
Ohsumed,train,1983,3,217,119,352,165,768,681,1
Ohsumed,train,1951,3,192,106,363,153,768,655,1
Ohsumed,train,1116,3,225,126,359,164,768,708,1
Ohsumed,train,1508,3,211,116,369,169,768,713,1
Ohsumed,train,2587,3,75,50,87,56,768,212,1
Ohsumed,train,890,3,79,56,115,77,768,279,1
Ohsumed,train,1530,3,234,139,389,187,768,827,1
Ohsumed,train,1488,3,180,105,276,152,768,602,1
Ohsumed,train,1313,3,87,64,136,92,768,320,1
Ohsumed,train,2674,3,256,138,375,182,768,758,1
Ohsumed,train,1423,3,124,70,155,84,768,336,1
Ohsumed,train,1207,3,124,75,190,109,768,429,1
Ohsumed,train,432,3,212,106,279,134,768,570,1
Ohsumed,train,2603,3,71,51,91,65,768,233,1
Ohsumed,train,420,3,382,179,574,232,768,1130,1
Ohsumed,train,929,3,260,130,452,174,768,822,1
Ohsumed,train,196,3,175,83,274,113,768,513,1
Ohsumed,train,2641,3,111,64,201,100,768,386,1
Ohsumed,train,1230,3,194,129,310,177,768,707,1
Ohsumed,train,1272,3,211,104,341,152,768,664,1
Ohsumed,train,2189,3,194,97,314,140,768,620,1
Ohsumed,train,1037,3,94,59,119,69,768,265,1
Ohsumed,train,2665,3,158,89,259,122,768,492,1
Ohsumed,train,2275,3,169,91,288,131,768,529,1
Ohsumed,train,840,3,136,68,218,84,768,372,1
Ohsumed,train,509,3,130,75,181,92,768,368,1
Ohsumed,train,2083,3,84,63,146,95,768,335,1
Ohsumed,train,1192,3,241,123,444,190,768,780,1
Ohsumed,train,2201,3,228,111,358,160,768,712,1
Ohsumed,train,544,3,200,112,304,149,768,597,1
Ohsumed,train,2367,3,203,117,340,163,768,699,1
Ohsumed,train,1889,3,117,70,186,106,768,424,1
Ohsumed,train,2234,3,182,113,341,153,768,671,1
Ohsumed,train,1868,3,223,118,418,184,768,784,1
Ohsumed,train,528,3,256,133,389,167,768,741,1
Ohsumed,train,1229,3,186,91,283,123,768,527,1
Ohsumed,train,1850,3,131,84,183,109,768,405,1
Ohsumed,train,2426,3,168,109,216,132,768,512,1
Ohsumed,train,1370,3,177,126,298,184,768,684,1
Ohsumed,train,1336,3,170,94,315,129,768,561,1
Ohsumed,train,63,3,236,108,291,130,768,562,1
Ohsumed,train,1405,3,180,102,266,139,768,557,1
Ohsumed,train,1738,3,168,55,224,72,768,326,1
Ohsumed,train,790,3,366,168,592,223,768,1045,1
Ohsumed,train,2592,3,44,36,68,47,768,157,1
Ohsumed,train,2681,3,216,118,378,167,768,739,1
Ohsumed,train,819,3,80,58,128,88,768,304,1
Ohsumed,train,1091,3,360,121,478,154,768,752,1
Ohsumed,validation,361,3,160,90,253,121,768,493,1
Ohsumed,validation,158,3,68,54,105,76,768,268,1
Ohsumed,validation,481,3,185,95,293,132,768,580,1
Ohsumed,validation,639,3,202,105,283,134,768,564,1
Ohsumed,validation,275,3,160,98,290,138,768,564,1
Ohsumed,validation,362,3,91,69,147,98,768,354,1
Ohsumed,validation,310,3,111,71,176,96,768,372,1
Ohsumed,validation,199,3,129,83,191,99,768,417,1
Ohsumed,validation,544,3,243,121,382,160,768,678,1
Ohsumed,validation,90,3,120,72,164,91,768,373,1
Ohsumed,validation,81,3,78,61,120,89,768,315,1
Ohsumed,validation,264,3,241,134,394,189,768,791,1
Ohsumed,validation,354,3,100,75,150,103,768,375,1
Ohsumed,validation,221,3,330,157,436,185,768,819,1
Ohsumed,validation,211,3,179,115,297,170,768,672,1
Ohsumed,validation,63,3,157,89,246,125,768,501,1
Ohsumed,validation,54,3,222,102,293,126,768,550,1
Ohsumed,validation,602,3,104,70,156,93,768,361,1
Ohsumed,validation,299,3,292,89,576,139,768,683,1
Ohsumed,validation,155,3,191,91,289,127,768,545,1
Ohsumed,validation,109,3,324,154,446,185,768,885,1
Ohsumed,validation,611,3,119,78,151,92,768,380,1
Ohsumed,validation,360,3,64,47,101,65,768,247,1
Ohsumed,validation,334,3,85,61,150,95,768,341,1
Ohsumed,validation,635,3,132,88,176,106,768,410,1
Ohsumed,validation,479,3,205,112,296,131,768,573,1
Ohsumed,validation,256,3,148,93,202,117,768,455,1
Ohsumed,validation,652,3,125,76,187,103,768,397,1
Ohsumed,validation,443,3,301,157,496,205,768,933,1
Ohsumed,validation,76,3,180,106,222,128,768,514,1
Ohsumed,validation,436,3,144,93,196,116,768,456,1
Ohsumed,validation,604,3,251,123,456,174,768,816,1
Ohsumed,validation,642,3,161,87,275,137,768,555,1
Ohsumed,validation,135,3,264,129,323,142,768,626,1
Ohsumed,validation,136,3,183,109,280,145,768,607,1
Ohsumed,validation,101,3,193,119,362,194,768,788,1
Ohsumed,validation,72,3,115,78,215,134,768,494,1
Ohsumed,validation,289,3,222,118,316,158,768,650,1
Ohsumed,validation,10,3,223,97,285,120,768,536,1
Ohsumed,validation,659,3,196,101,353,152,768,660,1
Ohsumed,validation,580,3,127,74,167,91,768,373,1
Ohsumed,validation,319,3,178,110,304,135,768,569,1
Ohsumed,validation,31,3,236,120,330,161,768,709,1
Ohsumed,validation,393,3,235,128,363,159,768,717,1
Ohsumed,validation,558,3,224,125,350,170,768,718,1
Ohsumed,validation,467,3,209,100,343,139,768,585,1
Ohsumed,validation,626,3,202,99,285,123,768,571,1
Ohsumed,validation,118,3,218,128,305,157,768,673,1
Ohsumed,validation,55,3,146,78,248,116,768,466,1
Ohsumed,validation,257,3,105,83,165,109,768,397,1
Ohsumed,validation,596,3,142,90,217,132,768,500,1
Ohsumed,validation,346,3,99,62,138,81,768,313,1
Ohsumed,validation,77,3,298,152,472,206,768,898,1
Ohsumed,validation,572,3,130,86,154,93,768,365,1
Ohsumed,validation,78,3,161,100,227,121,768,521,1
Ohsumed,validation,641,3,145,81,221,111,768,463,1
Ohsumed,validation,557,3,273,130,429,171,768,761,1
Ohsumed,validation,336,3,136,81,204,111,768,423,1
Ohsumed,validation,352,3,247,127,410,187,768,793,1
Ohsumed,validation,181,3,156,92,263,125,768,507,1
Ohsumed,validation,164,3,201,117,423,185,768,747,1
Ohsumed,validation,120,3,154,85,217,116,768,492,1
Ohsumed,validation,2,3,44,35,75,54,768,174,1
Ohsumed,validation,165,3,176,103,274,130,768,570,1
Ohsumed,validation,482,3,126,58,191,75,768,299,1
Ohsumed,validation,667,3,158,89,246,117,768,473,1
Ohsumed,validation,629,3,306,129,487,169,768,815,1
Ohsumed,validation,300,3,299,141,495,196,768,874,1
Ohsumed,validation,60,3,260,133,429,203,768,873,1
Ohsumed,validation,133,3,281,106,566,153,768,771,1
Ohsumed,validation,30,3,208,121,249,138,768,584,1
Ohsumed,validation,69,3,227,85,290,109,768,507,1
Ohsumed,validation,292,3,200,119,306,164,768,690,1
Ohsumed,validation,395,3,244,124,364,164,768,702,1
Ohsumed,validation,44,3,134,85,216,118,768,452,1
Ohsumed,validation,70,3,298,133,545,187,768,845,1
Ohsumed,validation,338,3,62,52,111,82,768,274,1
Ohsumed,validation,182,3,59,51,108,77,768,261,1
Ohsumed,validation,500,3,167,59,277,92,768,454,1
Ohsumed,validation,658,3,58,40,97,63,768,219,1
Ohsumed,validation,452,3,331,155,453,188,768,880,1
Ohsumed,validation,176,3,174,106,278,140,768,548,1
Ohsumed,validation,538,3,81,51,129,69,768,263,1
Ohsumed,validation,65,3,262,131,475,198,768,828,1
Ohsumed,validation,619,3,241,124,417,170,768,750,1
Ohsumed,validation,49,3,172,118,269,172,768,650,1
Ohsumed,validation,148,3,174,107,226,134,768,534,1
Ohsumed,validation,367,3,181,120,254,148,768,578,1
Ohsumed,validation,39,3,168,98,249,128,768,516,1
Ohsumed,validation,512,3,172,103,243,128,768,530,1
Ohsumed,validation,306,3,59,39,83,54,768,206,1
Ohsumed,validation,6,3,196,109,309,151,768,621,1
Ohsumed,validation,624,3,151,87,225,123,768,493,1
Ohsumed,validation,668,3,62,44,107,68,768,240,1
Ohsumed,validation,210,3,213,115,313,146,768,630,1
Ohsumed,validation,437,3,156,91,209,116,768,474,1
Ohsumed,validation,131,3,176,83,255,106,768,446,1
Ohsumed,validation,331,3,312,169,444,211,768,931,1
Ohsumed,validation,318,3,147,85,207,122,768,476,1
Ohsumed,validation,630,3,139,86,204,108,768,454,1
Ohsumed,validation,86,3,197,88,292,119,768,493,1
Ohsumed,validation,465,3,136,75,243,121,768,475,1
Ohsumed,validation,281,3,123,87,217,137,768,513,1
Ohsumed,validation,464,3,185,95,317,126,768,544,1
Ohsumed,validation,625,3,230,136,335,181,768,739,1
Ohsumed,validation,478,3,161,74,217,99,768,401,1
Ohsumed,validation,473,3,249,130,382,174,768,774,1
Ohsumed,validation,41,3,174,105,269,148,768,610,1
Ohsumed,validation,192,3,52,40,74,49,768,179,1
Ohsumed,validation,108,3,143,77,164,84,768,354,1
Ohsumed,validation,456,3,215,117,412,174,768,742,1
Ohsumed,validation,56,3,240,126,364,179,768,747,1
Ohsumed,validation,311,3,224,119,472,178,768,812,1
Ohsumed,validation,497,3,79,58,110,70,768,272,1
Ohsumed,validation,284,3,238,103,449,148,768,704,1
Ohsumed,validation,132,3,64,48,97,66,768,236,1
Ohsumed,validation,220,3,223,143,385,204,768,834,1
Ohsumed,validation,250,3,92,73,134,88,768,324,1
Ohsumed,validation,24,3,225,112,401,152,768,672,1
Ohsumed,validation,208,3,210,102,341,136,768,676,1
Ohsumed,validation,302,3,126,76,154,90,768,368,1
Ohsumed,validation,204,3,133,82,166,96,768,378,1
Ohsumed,validation,616,3,300,111,412,142,768,660,1
Ohsumed,validation,483,3,243,110,391,152,768,680,1
Ohsumed,validation,110,3,293,128,450,164,768,762,1
Ohsumed,validation,278,3,154,73,304,112,768,462,1
Ohsumed,validation,82,3,176,102,278,136,768,552,1
Ohsumed,validation,51,3,238,113,377,154,768,658,1
Ohsumed,validation,618,3,155,94,193,110,768,442,1
Ohsumed,validation,563,3,68,52,111,79,768,271,1
Ohsumed,validation,420,3,100,68,145,94,768,350,1
Ohsumed,validation,552,3,61,43,80,55,768,201,1
Ohsumed,validation,212,3,128,72,228,105,768,429,1
Ohsumed,validation,18,3,240,105,413,144,768,726,1
Ohsumed,validation,235,3,268,113,354,138,768,606,1
Ohsumed,validation,480,3,214,115,313,152,768,614,1
Ohsumed,validation,605,3,232,124,388,183,768,769,1
Ohsumed,validation,61,3,261,129,422,170,768,744,1
Ohsumed,validation,145,3,104,69,163,99,768,355,1
Ohsumed,validation,353,3,260,135,429,186,768,800,1
Ohsumed,validation,29,3,91,57,146,83,768,299,1
Ohsumed,validation,163,3,197,95,298,126,768,554,1
Ohsumed,validation,321,3,88,60,116,72,768,276,1
Ohsumed,validation,215,3,213,101,333,133,768,567,1
Ohsumed,validation,655,3,169,89,204,102,768,452,1
Ohsumed,validation,405,3,358,148,578,193,768,897,1
Ohsumed,validation,174,3,234,127,346,168,768,716,1
Ohsumed,validation,431,3,214,116,344,170,768,700,1
Ohsumed,validation,556,3,158,96,216,121,768,495,1
Ohsumed,validation,449,3,241,129,420,166,768,716,1
Ohsumed,test,4004,3,237,126,354,165,768,717,1
Ohsumed,test,149,3,198,103,334,149,768,611,1
Ohsumed,test,2025,3,136,80,188,100,768,398,1
Ohsumed,test,2505,3,161,89,282,119,768,495,1
Ohsumed,test,3203,3,208,109,310,143,768,601,1
Ohsumed,test,1811,3,241,111,482,171,768,767,1
Ohsumed,test,2024,3,92,66,131,86,768,310,1
Ohsumed,test,2020,3,197,107,285,136,768,590,1
Ohsumed,test,952,3,272,143,457,218,768,968,1
Ohsumed,test,1041,3,294,142,400,184,768,822,1
Ohsumed,test,1042,3,132,78,217,115,768,447,1
Ohsumed,test,2812,3,168,95,252,115,768,473,1
Ohsumed,test,790,3,116,85,176,115,768,423,1
Ohsumed,test,3086,3,182,101,269,135,768,545,1
Ohsumed,test,1556,3,273,161,426,198,768,846,1
Ohsumed,test,3973,3,407,193,546,237,768,1085,1
Ohsumed,test,1487,3,259,129,466,178,768,848,1
Ohsumed,test,2477,3,105,60,185,91,768,369,1
Ohsumed,test,670,3,215,124,269,143,768,633,1
Ohsumed,test,990,3,125,75,192,115,768,433,1
Ohsumed,test,3825,3,146,82,258,118,768,502,1
Ohsumed,test,2763,3,262,124,514,189,768,861,1
Ohsumed,test,2829,3,178,85,273,119,768,531,1
Ohsumed,test,1837,3,105,76,149,98,768,354,1
Ohsumed,test,3276,3,194,116,247,138,768,578,1
Ohsumed,test,1511,3,264,124,405,162,768,748,1
Ohsumed,test,2174,3,225,113,268,129,768,579,1
Ohsumed,test,3946,3,44,34,54,37,768,133,1
Ohsumed,test,733,3,183,103,225,123,768,495,1
Ohsumed,test,838,3,215,102,405,161,768,683,1
Ohsumed,test,4005,3,197,127,328,184,768,720,1
Ohsumed,test,2484,3,204,111,333,160,768,678,1
Ohsumed,test,2650,3,217,108,441,160,768,696,1
Ohsumed,test,3532,3,135,86,236,138,768,528,1
Ohsumed,test,1017,3,225,133,322,169,768,715,1
Ohsumed,test,1991,3,182,109,349,179,768,737,1
Ohsumed,test,1754,3,88,54,111,62,768,240,1
Ohsumed,test,839,3,132,95,189,121,768,451,1
Ohsumed,test,2241,3,140,77,243,107,768,435,1
Ohsumed,test,1200,3,257,139,349,165,768,715,1
Ohsumed,test,3257,3,206,117,301,154,768,646,1
Ohsumed,test,1537,3,222,104,368,141,768,643,1
Ohsumed,test,2903,3,186,91,292,127,768,541,1
Ohsumed,test,3651,3,174,98,274,139,768,567,1
Ohsumed,test,1322,3,106,55,161,76,768,300,1
Ohsumed,test,1417,3,268,108,431,163,768,721,1
Ohsumed,test,2159,3,143,94,230,127,768,513,1
Ohsumed,test,33,3,193,117,358,153,768,649,1
Ohsumed,test,864,3,71,50,120,80,768,286,1
Ohsumed,test,3447,3,138,96,195,121,768,463,1
Ohsumed,test,2097,3,221,132,390,188,768,788,1
Ohsumed,test,2285,3,217,108,342,128,768,590,1
Ohsumed,test,2053,3,244,103,325,139,768,637,1
Ohsumed,test,1953,3,135,72,206,100,768,438,1
Ohsumed,test,3829,3,177,101,242,130,768,532,1
Ohsumed,test,2784,3,101,68,191,111,768,409,1
Ohsumed,test,3089,3,185,112,288,150,768,614,1
Ohsumed,test,3873,3,186,82,297,109,768,487,1
Ohsumed,test,764,3,231,133,417,181,768,793,1
Ohsumed,test,2002,3,184,108,271,147,768,613,1
Ohsumed,test,3936,3,215,121,338,168,768,702,1
Ohsumed,test,166,3,125,71,166,87,768,361,1
Ohsumed,test,3930,3,144,93,200,116,768,458,1
Ohsumed,test,3514,3,142,80,215,103,768,417,1
Ohsumed,test,2522,3,78,61,140,100,768,350,1
Ohsumed,test,1467,3,209,113,383,179,768,743,1
Ohsumed,test,3783,3,209,107,370,157,768,661,1
Ohsumed,test,1987,3,376,181,571,253,768,1109,1
Ohsumed,test,457,3,268,153,416,196,768,830,1
Ohsumed,test,3707,3,130,76,196,103,768,395,1
Ohsumed,test,3271,3,136,91,187,113,768,449,1
Ohsumed,test,1288,3,41,32,62,43,768,147,1
Ohsumed,test,511,3,154,79,217,104,768,428,1
Ohsumed,test,3390,3,252,144,383,187,768,765,1
Ohsumed,test,3389,3,220,116,327,164,768,692,1
Ohsumed,test,1747,3,183,103,275,137,768,565,1
Ohsumed,test,2656,3,272,112,401,153,768,685,1
Ohsumed,test,1068,3,127,71,204,106,768,412,1
Ohsumed,test,305,3,293,152,369,169,768,761,1
Ohsumed,test,3596,3,127,85,165,100,768,382,1
Ohsumed,test,1258,3,193,115,271,143,768,603,1
Ohsumed,test,1910,3,214,131,334,180,768,704,1
Ohsumed,test,70,3,119,69,220,104,768,420,1
Ohsumed,test,2487,3,254,122,447,170,768,768,1
Ohsumed,test,2310,3,373,207,624,273,768,1235,1
Ohsumed,test,3887,3,183,110,296,158,768,644,1
Ohsumed,test,1263,3,268,137,440,187,768,863,1
Ohsumed,test,1602,3,200,115,299,150,768,644,1
Ohsumed,test,14,3,62,39,109,58,768,204,1
Ohsumed,test,2667,3,155,89,259,134,768,552,1
Ohsumed,test,3462,3,190,112,353,150,768,678,1
Ohsumed,test,3138,3,238,126,409,179,768,767,1
Ohsumed,test,2697,3,181,101,340,143,768,625,1
Ohsumed,test,2369,3,133,78,218,117,768,459,1
Ohsumed,test,8,3,352,137,738,219,768,1047,1
Ohsumed,test,109,3,242,140,467,205,768,891,1
Ohsumed,test,471,3,186,104,267,133,768,545,1
Ohsumed,test,907,3,103,68,148,87,768,351,1
Ohsumed,test,2114,3,321,159,465,212,768,896,1
Ohsumed,test,2668,3,101,69,155,97,768,345,1
Ohsumed,test,1084,3,255,125,412,162,768,712,1
Ohsumed,test,1666,3,344,183,563,252,768,1144,1
Ohsumed,test,1749,3,136,88,212,125,768,473,1
Ohsumed,test,829,3,76,59,111,81,768,277,1
Ohsumed,test,3028,3,178,78,260,106,768,472,1
Ohsumed,test,2113,3,128,85,188,106,768,420,1
Ohsumed,test,1057,3,268,141,542,209,768,917,1
Ohsumed,test,184,3,236,121,281,132,768,604,1
Ohsumed,test,810,3,158,84,240,107,768,449,1
Ohsumed,test,1192,3,220,114,348,149,768,663,1
Ohsumed,test,2886,3,202,108,252,125,768,551,1
Ohsumed,test,2400,3,153,94,234,131,768,509,1
Ohsumed,test,2753,3,126,81,158,94,768,366,1
Ohsumed,test,888,3,58,41,97,59,768,203,1
Ohsumed,test,3077,3,103,72,160,98,768,366,1
Ohsumed,test,2091,3,236,112,334,142,768,620,1
Ohsumed,test,196,3,64,48,107,73,768,253,1
Ohsumed,test,96,3,76,54,145,83,768,303,1
Ohsumed,test,3996,3,181,102,255,128,768,528,1
Ohsumed,test,2694,3,209,118,345,167,768,699,1
Ohsumed,test,3282,3,167,94,205,107,768,445,1
Ohsumed,test,1027,3,165,97,253,129,768,519,1
Ohsumed,test,1839,3,236,149,344,189,768,763,1
Ohsumed,test,555,3,73,57,111,76,768,272,1
Ohsumed,test,976,3,142,104,189,130,768,482,1
Ohsumed,test,318,3,194,97,324,132,768,554,1
Ohsumed,test,3540,3,222,129,290,157,768,645,1
Ohsumed,test,3319,3,93,61,174,96,768,366,1
Ohsumed,test,1174,3,195,111,297,155,768,611,1
Ohsumed,test,1074,3,252,128,325,148,768,682,1
Ohsumed,test,3911,3,171,97,335,144,768,638,1
Ohsumed,test,1717,3,200,103,318,140,768,582,1
Ohsumed,test,807,3,216,130,349,179,768,739,1
Ohsumed,test,2775,3,121,80,186,114,768,424,1
Ohsumed,test,1233,3,248,129,316,152,768,670,1
Ohsumed,test,2691,3,280,133,357,152,768,708,1
Ohsumed,test,32,3,111,76,190,114,768,430,1
Ohsumed,test,1545,3,151,100,220,127,768,519,1
Ohsumed,test,2366,3,261,132,349,164,768,688,1
Ohsumed,test,1022,3,74,54,103,71,768,247,1
Ohsumed,test,1055,3,209,124,329,181,768,727,1
Ohsumed,test,3181,3,204,107,309,143,768,627,1
Ohsumed,test,414,3,134,75,227,115,768,447,1
Ohsumed,test,642,3,81,53,107,67,768,251,1
Ohsumed,test,229,3,122,79,169,102,768,388,1
Ohsumed,test,3580,3,112,79,185,115,768,441,1
Ohsumed,test,2955,3,227,126,350,170,768,710,1
Ohsumed,test,3567,3,116,77,170,101,768,389,1
Ohsumed,test,3438,3,118,68,207,99,768,387,1
Ohsumed,test,999,3,228,138,352,190,768,766,1
R8,train,3809,3,18,13,37,22,768,82,1
R8,train,149,3,38,32,51,38,768,132,1
R8,train,3123,3,37,21,74,35,768,139,1
R8,train,3367,3,102,39,136,53,768,223,1
R8,train,3196,3,95,66,135,82,768,318,1
R8,train,3210,3,73,53,99,63,768,229,1
R8,train,1295,3,28,20,54,32,768,114,1
R8,train,2383,3,97,63,124,74,768,282,1
R8,train,4015,3,56,42,80,55,768,199,1
R8,train,2951,3,272,144,362,164,768,756,1
R8,train,3534,3,72,57,94,67,768,243,1
R8,train,3656,3,95,66,119,79,768,301,1
R8,train,705,3,100,70,162,97,768,365,1
R8,train,1829,3,339,195,450,229,768,1015,1
R8,train,3280,3,701,325,967,377,768,1895,1
R8,train,2453,3,52,26,111,42,768,182,1
R8,train,3927,3,82,41,115,51,768,219,1
R8,train,196,3,71,53,108,70,768,266,1
R8,train,733,3,110,47,197,67,768,299,1
R8,train,1783,3,14,12,20,15,768,45,1
R8,train,2411,3,84,62,114,72,768,268,1
R8,train,755,3,202,87,279,113,768,495,1
R8,train,1421,3,82,49,124,66,768,258,1
R8,train,1833,3,136,92,199,122,768,476,1
R8,train,2686,3,292,164,365,184,768,822,1
R8,train,1756,3,435,222,571,260,768,1198,1
R8,train,3208,3,107,79,131,92,768,334,1
R8,train,3130,3,225,136,298,167,768,705,1
R8,train,731,3,391,184,470,206,768,976,1
R8,train,2456,3,88,69,125,90,768,320,1
R8,train,1777,3,82,47,146,66,768,282,1
R8,train,2396,3,97,54,174,77,768,319,1
R8,train,4033,3,479,253,618,290,768,1352,1
R8,train,790,3,18,13,35,22,768,80,1
R8,train,888,3,75,49,129,68,768,268,1
R8,train,3560,3,14,11,19,13,768,43,1
R8,train,229,3,18,13,35,23,768,81,1
R8,train,3083,3,176,87,278,108,768,480,1
R8,train,2223,3,14,12,20,15,768,45,1
R8,train,2754,3,49,33,83,44,768,174,1
R8,train,871,3,14,12,20,15,768,45,1
R8,train,3361,3,625,308,832,357,768,1725,1
R8,train,2884,3,158,95,195,111,768,455,1
R8,train,2475,3,13,11,20,15,768,45,1
R8,train,2685,3,14,11,20,14,768,44,1
R8,train,810,3,52,27,110,43,768,181,1
R8,train,1947,3,109,77,139,89,768,335,1
R8,train,33,3,53,30,105,48,768,188,1
R8,train,555,3,18,15,38,26,768,94,1
R8,train,2611,3,95,66,130,86,768,308,1
R8,train,1034,3,70,49,90,60,768,222,1
R8,train,576,3,302,153,381,179,768,835,1
R8,train,2573,3,274,134,396,159,768,767,1
R8,train,3131,3,61,47,76,53,768,189,1
R8,train,1729,3,61,45,81,57,768,203,1
R8,train,1272,3,12,9,27,16,768,52,1
R8,train,1590,3,128,60,200,81,768,329,1
R8,train,1313,3,221,111,291,131,768,585,1
R8,train,1467,3,89,60,122,72,768,284,1
R8,train,2592,3,192,100,234,116,768,492,1
R8,train,3973,3,60,45,76,54,768,194,1
R8,train,166,3,44,25,76,37,768,151,1
R8,train,1413,3,243,142,321,163,768,711,1
R8,train,1552,3,46,20,106,35,768,155,1
R8,train,1941,3,80,48,134,64,768,260,1
R8,train,2447,3,51,35,90,50,768,186,1
R8,train,1811,3,117,77,144,85,768,343,1
R8,train,1818,3,139,69,265,94,768,418,1
R8,train,3878,3,24,16,54,29,768,113,1
R8,train,903,3,43,31,61,40,768,134,1
